header,date,link
Набиуллина назвала риски экосистем ,"24.05.2021, 14:30",https://ria.ru/20210524/riski-1733653795.html
Мишустин оценил потенциал для технологического прорыва России ,"22.05.2021, 16:17",https://ria.ru/20210522/tekhnologii-1733461347.html
Эксперты назвали популярные у кибермошенников схемы в 2021 году ,"22.05.2021, 08:06",https://ria.ru/20210522/kibermoshenniki-1733420385.html
Минпромторг предложил Маску обсудить строительство завода Tesla в России ,"21.05.2021, 20:25",https://ria.ru/20210521/tesla-1733397622.html
Москва готова оказать содействие для локализации производства Tesla ,"21.05.2021, 15:48",https://ria.ru/20210521/tesla-1733319889.html
Илон Маск анонсировал официальное появление Tesla в России ,"21.05.2021, 10:32",https://ria.ru/20210521/tesla-1733247994.html
Минцифры разработает концепцию доступа к госданным ,"18.05.2021, 06:08",https://ria.ru/20210518/gosdannye-1732733689.html
Эксперт оценил идею снятия наличных в банкоматах по QR-коду ,"17.05.2021, 13:51",https://ria.ru/20210517/nalichnye-1732629775.html
Новый грузовой авиамаршрут связал китайский Сиань и Новосибирск ,"17.05.2021, 10:43",https://ria.ru/20210517/aviamarshrut-1732591478.html
"Россия готовит ряд ""вкусных премьер"" к продуктовой выставке SIAL China ","17.05.2021, 10:38",https://ria.ru/20210517/kitay-1732590443.html
"Аналитик рассказал, как купить биткоин за тысячу долларов ","17.05.2021, 02:15",https://ria.ru/20210517/tysyacha-1732487482.html
ФАС разработает меры по борьбе со спам-звонками ,"14.05.2021, 20:15",https://ria.ru/20210514/spam-1732385156.html
Правительство выделило средства на развитие электронной промышленности ,"12.05.2021, 14:51",https://ria.ru/20210512/mishustin-1731960986.html
Минцифры запустит программу акселерации для российских IT-стартапов ,"12.05.2021, 12:28",https://ria.ru/20210512/startapy-1731924487.html
Мишустин рассказал депутатам о реформе институтов развития ,"12.05.2021, 11:39",https://ria.ru/20210512/mishustin-1731912102.html
Китайские технологические гиганты вложили в электромобили более $19 млрд ,"11.05.2021, 15:37",https://ria.ru/20210511/vlozheniya-1731796075.html
ЦБ предложил надежный способ возврата денег жертвам кибермошенников ,"11.05.2021, 03:30",https://ria.ru/20210511/kibermoshenniki-1731706802.html
"Финансовый консультант рассказала, как безопасно хранить деньги ","8.05.2021, 04:10",https://ria.ru/20210508/khranenie-1731450304.html
ФАС одобрила  операторам связи соглашение по строительству сетей 5G ,"4.05.2021, 10:28",https://ria.ru/20210504/5g-1731069340.html
Проигравших нет: акселератор Sber500 представил новые стартапы ,"29.04.2021, 22:52",https://ria.ru/20210429/startap-1730591867.html
Чемезов оценил проект сверхзвукового российско-арабского самолета ,"24.04.2021, 23:51",https://ria.ru/20210424/samolet-1729808513.html
Сенатор назвал маловероятным отключение России от SWIFT ,"22.04.2021, 13:28",https://ria.ru/20210422/otklyuchenie-1729452297.html
Греф прокомментировал слухи о разделе совместного предприятия с Mail.ru ,"22.04.2021, 08:57",https://ria.ru/20210422/gref-1729397229.html
Зампредправления ВТБ: эффект от техтрансформации превысит 100 млрд рублей ,"20.04.2021, 20:43",https://ria.ru/20210420/vtb-1729172302.html
В Выксе построят экологичный электрометаллургический комплекс ,"20.04.2021, 19:29",https://ria.ru/20210420/stroitelstvo-1729165109.html
Боаоский форум подал сигнал к постэпидемическому восстановлению Азии ,"20.04.2021, 14:19",https://ria.ru/20210420/forum-1729094899.html
Илон Маск потерял пять миллиардов долларов из-за новостей о ДТП ,"20.04.2021, 10:33",https://ria.ru/20210420/mask-1729049005.html
